Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\controller-board-v0.2\Project Outputs for controller-board-v0.2\Pick Place for controller_board.txt

========================================================================================================================
File Design Information:

Date:       19.03.24
Time:       12:02
Revision:   3c405d20af9ee436d1b731cf01571d89839ad84f
Variant:    No variations
Units used: mil

Designator Comment                  Layer       Footprint                     Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                      
C199       C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 2720.472      4208.661      270      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C198       CL31B104KCFNNNE          TopLayer    CAP_1206_3216_-_0.8MM         1480.315      3917.323      270      "CAP CER 0.1UF 100V X7R 1206"                                                                                                                    
C197       CL31B104KCFNNNE          TopLayer    CAP_1206_3216_-_0.8MM         885.827       3956.693      270      "CAP CER 0.1UF 100V X7R 1206"                                                                                                                    
Y2         SC32S-7PF20PPM           TopLayer    2-SMD                         608.740       2724.409      270      "32.768 kHz ±20ppm Crystal 7pF 70 kOhms 2-SMD, No Lead"                                                                                          
U20        IS181D                   TopLayer    4-SMD                         1199.803      1456.693      180      "Optoisolator Transistor Output 3750Vrms 1 Channel"                                                                                              
U19        W5500                    TopLayer    48-LQFP_(7x7)                 4200.788      1110.236      180      "W5500 WIZnet Ethernet Controller 10/100 Base-T/TXPHY SPI Interface 3.3V 132mA 48-LQFP RoHS"                                                     
U18        MCP601T-I/OT             TopLayer    SOT-23-OT5_M                  2096.457      1330.708      90       None                                                                                                                                             
U17        MCP601T-I/OT             TopLayer    SOT-23-OT5_M                  1885.984      989.779       270      None                                                                                                                                             
U16        BQ79600PWRQ1             TopLayer    16-TSSOP-4.40MM               3480.315      2094.488      0        "Automotive SPI/UART communication interface 16-TSSOP (4.40mm Width)"                                                                            
U14        M24C64-WMN6TP            TopLayer    FP-SO8N-SO-A-MFG              1379.921      2736.221      0        "IC EEPROM 64K I2C 1MHZ 8SO"                                                                                                                     
U11        MAX22027FAWA+            TopLayer    SOIC8_5.30mm                  4263.779      2854.331      0        "Rs422/rs485 Transceiver, -40 To 85Deg C"                                                                                                        
U10        ISO1044BD                TopLayer    FP-D0008A-IPC_C               4259.842      3220.472      0        "ISOLATED CAN FD TRANSCEIVER IN S"                                                                                                               
U9         IS181D                   TopLayer    4-SMD                         874.016       3240.157      0        "Optoisolator Transistor Output 3750Vrms 1 Channel"                                                                                              
U8         MCP601T-I/OT             TopLayer    SOT-23-OT5_M                  2799.213      3263.780      90       None                                                                                                                                             
U7         1779205211               TopLayer    WPME-FISM_SIP-4_L11.6W6H10.16 3378.347      3562.992      0        "1779205211 Dc-Dc Converter, 5V, 0.2A Rohs Compliant: Yes"                                                                                       
U6         XKTF-N02-N               TopLayer    MicroSD                       391.732       2234.252      270      "-25?~+90? 2mm Nickel Deck MicroSD card (TF card) 260? Copper Alloy Self bomb SMD SD Card Connectors ROHS"                                       
U5         AZ1117IH-5.0TRG1         TopLayer    SOT-223-3                     3346.457      2929.134      270      "Linear Voltage Regulator IC Positive Fixed 1 Output 5V 1A SOT-223-3"                                                                            
U4         AZ1117IH-3.3TRG1         TopLayer    SOT-223-3                     3346.457      3273.622      270      "Linear Voltage Regulator IC Positive Fixed 1 Output 3V3 1A SOT-223-3"                                                                           
U3         AP3211KTR-G1             TopLayer    SOT-23-6                      2937.008      4118.110      180      "Buck Switching Regulator IC Positive Adjustable 0.81V 1 Output 1.5A SOT-23-6"                                                                   
U2         MAX5033DASA+T            TopLayer    S8+5_N                        1787.402      3787.402      180      "500mA, 76V, High-Efficiency, MAXPower(TM) Step-Down DC-DC Converter, 1.25 to 13.2V output, 8-Pin SOIC, -40°C to +125°C, Pb-Free, Tape and Reel" 
R173       RC1206FR-07100RL         TopLayer    RES_1206_3216                 1072.835      925.197       0        "RES 100 OHM 1% 1/4W 1206"                                                                                                                       
R172       RC0603FR-0710KL          TopLayer    RES_0603_1608                 1338.583      1751.968      180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R171       RC0603FR-07220RL         TopLayer    RES_0603_1608                 1401.575      1452.756      270      "RES 220 OHM 1% 1/10W 0603"                                                                                                                      
R170       RC0603FR-074K7L          TopLayer    RES_0603_1608                 1036.417      1629.842      90       "RES 4.7K OHM 1% 1/10W 0603"                                                                                                                     
R169       RC0603FR-0712K4L         TopLayer    RES_0603_1608                 4551.181      1220.472      180      "RES 12.4K OHM 1% 1/10W 0603"                                                                                                                    
R168       RC0603FR-071KL           TopLayer    RES_0603_1608                 3716.535      1503.937      0        "RES 1K OHM 1% 1/10W 0603"                                                                                                                       
R167       RC0603FR-071KL           TopLayer    RES_0603_1608                 3716.535      1440.945      0        "RES 1K OHM 1% 1/10W 0603"                                                                                                                       
R165       RC0603FR-071KL           TopLayer    RES_0603_1608                 2275.591      1368.110      90       "RES 1K OHM 1% 1/10W 0603"                                                                                                                       
R164       RC0603FR-0749R9L         TopLayer    RES_0603_1608                 4677.165      1086.610      0        "RES 49.9 OHM 1% 1/10W 0603"                                                                                                                     
R163       RC0603FR-071KL           TopLayer    RES_0603_1608                 2159.449      1149.606      0        "RES 1K OHM 1% 1/10W 0603"                                                                                                                       
R162       RC0603FR-071KL           TopLayer    RES_0603_1608                 2275.591      1255.905      90       "RES 1K OHM 1% 1/10W 0603"                                                                                                                       
R161       RC0603FR-0710KL          TopLayer    RES_0603_1608                 2212.598      1255.905      90       "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R160       RC0603FR-0749R9L         TopLayer    RES_0603_1608                 4677.165      1279.523      0        "RES 49.9 OHM 1% 1/10W 0603"                                                                                                                     
R159       RC0603FR-0710KL          TopLayer    RES_0603_1608                 872.047       2456.693      180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R158       RC0603FR-0722RL          TopLayer    RES_0603_1608                 4675.197      1212.594      0        "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R157       RC0603FR-071ML           TopLayer    RES_0603_1608                 3834.646      1062.992      270      "RES 1M OHM 1% 1/10W 0603"                                                                                                                       
R156       RC0603FR-0722RL          TopLayer    RES_0603_1608                 4675.197      1149.602      0        "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R155       RC0603FR-071KL           TopLayer    RES_0603_1608                 2452.756      1771.653      315      "RES 1K OHM 1% 1/10W 0603"                                                                                                                       
R149       RC0603FR-0710KL          TopLayer    RES_0603_1608                 559.055       2901.575      180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R148       RC0603FR-0722RL          TopLayer    RES_0603_1608                 1946.472      2714.946      315      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R145       RC0603FR-074K7L          TopLayer    RES_0603_1608                 559.055       3114.173      180      "RES 4.7K OHM 1% 1/10W 0603"                                                                                                                     
R141       RC0603FR-0710RL          TopLayer    RES_0603_1608                 4767.717      787.402       90       "RES 10 OHM 1% 1/10W 0603"                                                                                                                       
R140       RC0603FR-0749R9L         TopLayer    RES_0603_1608                 4767.717      1045.275      90       "RES 49.9 OHM 1% 1/10W 0603"                                                                                                                     
R136       RC0603FR-0710KL          TopLayer    RES_0603_1608                 3240.157      913.386       270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R135       RC0603FR-0710KL          TopLayer    RES_0603_1608                 1279.528      2185.039      180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R134       RC0603FR-0710KL          TopLayer    RES_0603_1608                 1437.008      2185.039      180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R133       RC0603FR-0710KL          TopLayer    RES_0603_1608                 1116.142      2185.039      180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R132       RC0603FR-0722RL          TopLayer    RES_0603_1608                 3177.165      913.386       270      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R131       RC0603FR-0722RL          TopLayer    RES_0603_1608                 2539.370      1858.268      315      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R130       RC0603FR-0722RL          TopLayer    RES_0603_1608                 2496.063      1814.961      315      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R129       RC0603FR-0722RL          TopLayer    RES_0603_1608                 2582.677      1901.575      315      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R125       RC0603FR-0710KL          TopLayer    RES_0603_1608                 1279.527      2409.449      0        "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R124       RC0603FR-0710KL          TopLayer    RES_0603_1608                 1437.008      2409.449      0        "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R123       RC0603FR-0710KL          TopLayer    RES_0603_1608                 1120.079      2409.449      0        "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R122       RC0603FR-070RL           TopLayer    RES_0603_1608                 4212.598      1700.787      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R121       RC0603FR-070RL           TopLayer    RES_0603_1608                 4208.661      2086.614      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R120       RC0603FR-070RL           TopLayer    RES_0603_1608                 4968.504      1759.842      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R119       RC0603FR-07499RL         TopLayer    RES_0603_1608                 4011.811      1738.189      270      "RES 499 OHM 1% 1/10W 0603"                                                                                                                      
R118       RC0603FR-070RL           TopLayer    RES_0603_1608                 4964.567      2137.795      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R117       RC0603FR-0751RL          TopLayer    RES_0603_1608                 4102.362      1763.780      0        "RES 51 OHM 1% 1/10W 0603"                                                                                                                       
R116       RC0603FR-07499RL         TopLayer    RES_0603_1608                 4007.874      2236.220      270      "RES 499 OHM 1% 1/10W 0603"                                                                                                                      
R115       RC0603FR-0751RL          TopLayer    RES_0603_1608                 4098.425      2149.606      0        "RES 51 OHM 1% 1/10W 0603"                                                                                                                       
R114       RC0603FR-07499RL         TopLayer    RES_0603_1608                 4011.811      1848.425      270      "RES 499 OHM 1% 1/10W 0603"                                                                                                                      
R113       RC0603FR-0751RL          TopLayer    RES_0603_1608                 4102.362      1826.772      0        "RES 51 OHM 1% 1/10W 0603"                                                                                                                       
R112       RC0603FR-070RL           TopLayer    RES_0603_1608                 4968.504      1822.835      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R111       RC0603FR-07499RL         TopLayer    RES_0603_1608                 4007.874      2122.047      270      "RES 499 OHM 1% 1/10W 0603"                                                                                                                      
R110       RC0603FR-0751RL          TopLayer    RES_0603_1608                 4098.425      2212.598      0        "RES 51 OHM 1% 1/10W 0603"                                                                                                                       
R109       RC0603FR-070RL           TopLayer    RES_0603_1608                 4964.567      2200.787      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R108       RC0603FR-070RL           TopLayer    RES_0603_1608                 4212.598      1889.764      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R107       RC0603FR-070RL           TopLayer    RES_0603_1608                 4208.661      2275.591      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R105       RC0603FR-0710KL          TopLayer    RES_0603_1608                 4051.181      673.228       270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R104       RC0603FR-070RL           TopLayer    RES_0603_1608                 3169.291      1948.819      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R102       RC0603FR-0710KL          TopLayer    RES_0603_1608                 3169.291      2291.339      180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R101       RC0603FR-0710KL          TopLayer    RES_0603_1608                 3169.291      2102.362      180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R97        RC0603FR-0710KL          TopLayer    RES_0603_1608                 3988.189      673.228       270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R95        RC0603FR-0710KL          TopLayer    RES_0603_1608                 3925.197      673.228       270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R86        RC0603FR-0710KL          TopLayer    RES_0603_1608                 3722.441      785.433       180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R85        RC0603FR-070RL           TopLayer    RES_0603_1608                 3169.291      2165.354      180      "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R84        RC0603FR-070RL           TopLayer    RES_0603_1608                 3169.291      2027.559      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R83        RC0603FR-070RL           TopLayer    RES_0603_1608                 3169.291      1889.764      180      "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R82        RC0603FR-070RL           TopLayer    RES_0603_1608                 3169.291      2228.347      180      "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R81        RC0603FR-0710KL          TopLayer    RES_0603_1608                 3722.441      848.425       180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R80        RC0603FR-0710KL          TopLayer    RES_0603_1608                 4492.126      673.228       90       "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R79        RC0603FR-0710KL          TopLayer    RES_0603_1608                 2755.905      2598.425      225      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R78        RC0603FR-07100KL         TopLayer    RES_0603_1608                 3362.205      1826.772      270      "RES 100K OHM 1% 1/10W 0603"                                                                                                                     
R77        RC0603FR-0710KL          TopLayer    RES_0603_1608                 4366.142      673.228       90       "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R76        RC0603FR-0710KL          TopLayer    RES_0603_1608                 4240.158      673.228       90       "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R75        RC0603FR-0710KL          TopLayer    RES_0603_1608                 4429.134      673.228       270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R74        RC0603FR-07100KL         TopLayer    RES_0603_1608                 2708.661      2645.669      45       "RES 100K OHM 1% 1/10W 0603"                                                                                                                     
R73        RC0603FR-070RL           TopLayer    RES_0603_1608                 3440.945      1826.772      270      "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R72        RC0603FR-0710KL          TopLayer    RES_0603_1608                 4303.150      673.228       270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R71        RC0603FR-0722RL          TopLayer    RES_0603_1608                 2122.047      2893.701      135      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R70        RC0603FR-0710KL          TopLayer    RES_0603_1608                 1049.685      2785.433      90       "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R69        RC0603FR-0710KL          TopLayer    RES_0603_1608                 1049.685      2675.197      270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R68        RC0603FR-0710KL          TopLayer    RES_0603_1608                 1570.866      2803.149      90       "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R67        RC0603FR-0710KL          TopLayer    RES_0603_1608                 1570.866      2661.417      270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R61        RC0603FR-072K2L          TopLayer    RES_0603_1608                 4568.898      2697.835      180      "RES 2.2K OHM 1% 1/10W 0603"                                                                                                                     
R60        RC0603FR-0760R4L         TopLayer    RES_0603_1608                 4659.449      2792.323      90       "RES 60.4 OHM 1% 1/10W 0603"                                                                                                                     
R59        RC0603FR-0760R4L         TopLayer    RES_0603_1608                 4649.606      3156.496      90       "RES 60.4 OHM 1% 1/10W 0603"                                                                                                                     
R58        RC0603FR-0722RL          TopLayer    RES_0603_1608                 4568.898      2823.819      0        "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R57        RC0603FR-070RL           TopLayer    RES_0603_1608                 4748.032      2066.929      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R56        RC0603FR-0722RL          TopLayer    RES_0603_1608                 4555.118      3189.961      0        "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R55        RC0603FR-0722RL          TopLayer    RES_0603_1608                 4007.874      2940.945      0        "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R54        RC0603FR-0722RL          TopLayer    RES_0603_1608                 2661.417      2688.976      45       "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R53        RC0603FR-0722RL          TopLayer    RES_0603_1608                 4007.874      2874.016      0        "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R52        RC0603FR-0722RL          TopLayer    RES_0603_1608                 2618.110      2732.283      45       "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R51        RC0603FR-0760R4L         TopLayer    RES_0603_1608                 4659.449      2904.527      90       "RES 60.4 OHM 1% 1/10W 0603"                                                                                                                     
R50        RC0603FR-0760R4L         TopLayer    RES_0603_1608                 4649.606      3268.701      90       "RES 60.4 OHM 1% 1/10W 0603"                                                                                                                     
R49        RC0603FR-0722RL          TopLayer    RES_0603_1608                 4568.898      2886.811      0        "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R48        RC0603FR-070RL           TopLayer    RES_0603_1608                 4751.968      1905.512      0        "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R47        RC0603FR-0722RL          TopLayer    RES_0603_1608                 4555.118      3252.953      0        "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R46        RC0603FR-072K2L          TopLayer    RES_0603_1608                 4568.898      3012.795      0        "RES 2.2K OHM 1% 1/10W 0603"                                                                                                                     
R45        RC0603FR-0710KL          TopLayer    RES_0603_1608                 1468.504      3236.220      180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R44        RC0603FR-0722RL          TopLayer    RES_0603_1608                 1468.504      3169.291      0        "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R43        RC0603FR-0722KL          TopLayer    RES_0603_1608                 2456.693      3240.157      90       "RES 22K OHM 1% 1/10W 0603"                                                                                                                      
R42        RC0603FR-0722KL          TopLayer    RES_0603_1608                 2393.701      3240.157      90       "RES 22K OHM 1% 1/10W 0603"                                                                                                                      
R41        AC1206FR-0730KL          TopLayer    FP-AC1206-MFG                 350.394       3244.095      270      "RES SMD 30K OHM 1% 1/4W 1206"                                                                                                                   
R40        RC0603FR-071KL           TopLayer    RES_0603_1608                 2751.968      3106.299      270      "RES 1K OHM 1% 1/10W 0603"                                                                                                                       
R39        RC0603FR-0710KL          TopLayer    RES_0603_1608                 2645.669      3240.157      270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R38        RC0603FR-071KL           TopLayer    RES_0603_1608                 2582.677      3240.157      90       "RES 1K OHM 1% 1/10W 0603"                                                                                                                       
R37        RC0603FR-071KL           TopLayer    RES_0603_1608                 2519.685      3240.157      90       "RES 1K OHM 1% 1/10W 0603"                                                                                                                       
R36        RC0603FR-07220KL         TopLayer    RES_0603_1608                 2456.693      3354.331      90       "RES 220K OHM 1% 1/10W 0603"                                                                                                                     
R34        RC0603FR-0722RL          TopLayer    RES_0603_1608                 1899.606      4192.913      0        "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R33        RC0603FR-0722RL          TopLayer    RES_0603_1608                 1318.898      3232.284      0        "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R32        RC1206FR-07220KL         TopLayer    RESC3116X65X40LL10T20         2496.063      3484.252      90       "Chip Resistor, 220 KOhm, +/- 1%, 0.25 W, -55 to 155 degC, 1206 (3216 Metric), RoHS, Tape and Reel"                                              
R30        RC0603FR-0710KL          TopLayer    RES_0603_1608                 1318.898      3169.291      180      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R29        RC1206FR-0744K2L         TopLayer    RES_1206_3216                 1722.441      4055.118      180      "RES 44.2K OHM 1% 1/4W 1206"                                                                                                                     
R28        RC0603FR-0710KL          TopLayer    RES_0603_1608                 1200.787      3346.457      270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R27        RC0603FR-076K8L          TopLayer    RES_0603_1608                 3066.929      4198.819      270      "RES 6.8K OHM 1% 1/10W 0603"                                                                                                                     
R26        RC0603FR-0749K9L         TopLayer    RES_0603_1608                 3129.921      4198.819      90       "RES 49.9K OHM 1% 1/10W 0603"                                                                                                                    
R25        RC0603FR-0749K9L         TopLayer    RES_0603_1608                 2937.008      4224.409      0        "RES 49.9K OHM 1% 1/10W 0603"                                                                                                                    
R24        RC0805FR-07383KL         TopLayer    RES_0805_2012                 1870.079      3944.882      180      "RES 383K OHM 1% 1/8W 0805"                                                                                                                      
R23        RC0603FR-0710KL          TopLayer    RES_0603_1608                 1984.252      3850.394      270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R22        RC0603FR-0788K7L         TopLayer    RES_0603_1608                 2051.181      3850.394      90       "RES 88.7K OHM 1% 1/10W 0603"                                                                                                                    
R21        RC0805FR-071ML           TopLayer    RES_0805_2012                 1704.724      3944.882      180      "RES 1M OHM 1% 1/8W 0805"                                                                                                                        
R18        RC0603FR-0722RL          TopLayer    RES_0603_1608                 2767.716      1220.472      270      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R16        RC0603FR-0722RL          TopLayer    RES_0603_1608                 2704.724      1220.472      270      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R13        RC0603FR-0722RL          TopLayer    RES_0603_1608                 2035.433      2807.086      135      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R12        RC0603FR-0722RL          TopLayer    RES_0603_1608                 2078.740      2850.394      135      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R10        RC0603FR-0722RL          TopLayer    RES_0603_1608                 3374.016      464.567       270      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R9         RC0603FR-0722RL          TopLayer    RES_0603_1608                 3307.087      464.567       270      "RES 22 OHM 1% 1/10W 0603"                                                                                                                       
R8         RC0603FR-0710KL          TopLayer    RES_0603_1608                 3244.095      464.567       270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R7         RC0603FR-0710KL          TopLayer    RES_0603_1608                 3437.008      464.567       270      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R6         RC0603FR-070RL           TopLayer    RES_0603_1608                 2625.551      1945.276      315      "RES 0 OHM JUMPER 1/10W 0603"                                                                                                                    
R5         RC0603FR-0710KL          TopLayer    RES_0603_1608                 2015.748      1877.953      225      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R4         RC0603FR-0710KL          TopLayer    RES_0603_1608                 1901.575      2669.291      135      "RES 10K OHM 1% 1/10W 0603"                                                                                                                      
R3         RC0603FR-07100RL         TopLayer    RES_0603_1608                 3322.835      2622.047      270      "RES 100 OHM 1% 1/10W 0603"                                                                                                                      
R1         RC0603FR-07100RL         TopLayer    RES_0603_1608                 3385.827      2622.047      270      "RES 100 OHM 1% 1/10W 0603"                                                                                                                      
Q10        DMN63D8L-7               TopLayer    SOT-23-3                      1437.008      1259.842      90       "N-Channel 30 V 350mA (Ta) 350mW (Ta) Surface Mount SOT-23-3"                                                                                    
Q9         DMN63D8L-7               TopLayer    SOT-23-3                      562.992       3007.874      90       "N-Channel 30 V 350mA (Ta) 350mW (Ta) Surface Mount SOT-23-3"                                                                                    
Q8         DMN63D8L-7               TopLayer    SOT-23-3                      3342.520      933.071       90       "N-Channel 30 V 350mA (Ta) 350mW (Ta) Surface Mount SOT-23-3"                                                                                    
Q7         DMN63D8L-7               TopLayer    SOT-23-3                      1279.528      2303.150      90       "N-Channel 30 V 350mA (Ta) 350mW (Ta) Surface Mount SOT-23-3"                                                                                    
Q6         DMN63D8L-7               TopLayer    SOT-23-3                      1437.008      2303.150      90       "N-Channel 30 V 350mA (Ta) 350mW (Ta) Surface Mount SOT-23-3"                                                                                    
Q5         DMN63D8L-7               TopLayer    SOT-23-3                      1122.047      2303.150      90       "N-Channel 30 V 350mA (Ta) 350mW (Ta) Surface Mount SOT-23-3"                                                                                    
Q3         DMN63D8L-7               TopLayer    SOT-23-3                      1472.441      3346.457      90       "N-Channel 30 V 350mA (Ta) 350mW (Ta) Surface Mount SOT-23-3"                                                                                    
Q2         DMN63D8L-7               TopLayer    SOT-23-3                      1899.606      4084.646      270      "N-Channel 30 V 350mA (Ta) 350mW (Ta) Surface Mount SOT-23-3"                                                                                    
Q1         DMN63D8L-7               TopLayer    SOT-23-3                      1322.835      3346.457      90       "N-Channel 30 V 350mA (Ta) 350mW (Ta) Surface Mount SOT-23-3"                                                                                    
L3         74404043047A             TopLayer    WE-LQS_4025                   2944.882      3877.953      0        "74404043047A WE-LQS SMT Semi-Shielded Power Inductor"                                                                                           
L2         IHLP4040DZER470M1A       TopLayer    FP-IHLP-4040DZ-FP_3_124x3-MFG 1181.102      3759.843      0        "Automotive Inductors, Low DCR Series 47uH 3.3A 145m? 20%"                                                                                       
L1         7447706221               TopLayer    WE-PD_1260P                   2043.307      3354.331      90       "Inductor, Aec-Q200, 220Uh, Shld, 1.25A Rohs Compliant: Yes"                                                                                     
FB34       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 1915.354      1259.842      90       "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB31       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 2066.929      972.441       90       "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB30       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 405.512       3011.811      180      "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB27       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 1610.236      988.189       270      "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB25       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 3562.992      2332.677      270      "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB23       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 940.945       2925.197      270      "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB22       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 1334.646      2901.575      90       "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB21       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 4448.819      3041.339      90       "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB20       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 4064.961      3031.496      270      "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB19       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 4438.976      3395.669      90       "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB18       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 4062.992      3390.748      90       "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB17       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 2712.598      3444.882      90       "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB16       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 3826.772      3688.976      0        "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB15       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 2933.071      3669.291      0        "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB14       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 1771.654      1323.819      270      "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB13       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 4551.181      909.449       180      "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB12       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 3696.850      3381.890      0        "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB11       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 2996.063      3425.197      0        "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB10       MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 3696.850      3074.803      0        "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB9        MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 2996.063      3066.929      0        "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
